"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",1,0.00248756218905473,0.0498754668053816,0.00248756218905473,0,0,0,0,1,19.9750467775569,400.002493765586,8.81152875211963e-41,0
"ComplexClass",22,0.054726368159204,0.227728783324282,0.0518603987543579,0,0,0,0,1,3.91543382137527,16.3306220095694,1.85064586054038e-37,5.55111512312578e-16
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",70,0.174129353233831,0.379693225933161,0.144166945819531,0,0,0,0,1,1.71863332806946,3.95370051635112,4.69659663731308e-33,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",93,0.23134328358209,0.487972738054549,0.238117393084453,0,0,0,0,2,2.01463219687702,6.27994876369039,9.01144977418597e-32,0
"LOC",20944,52.0995024875622,53.3461387866323,2845.81052344264,3,20,34,62,367,2.72889115568942,12.7725885052545,2.09937252115476e-25,3.54050122552962e-13
"all",9982,24.8308457711443,57.4961019498932,3305.80173943251,0,0,9,23.75,628,5.83486479240304,47.5212828857823,8.54958471754191e-34,0
