"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",2,0.00591715976331361,0.0768088629374046,0.00589960142573701,0,0,0,0,1,12.8843297218347,167.005952380952,9.55748112409064e-38,1.14819775909325e-09
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ComplexClass",17,0.0502958579881657,0.218878788551445,0.0479079240777483,0,0,0,0,1,4.11525363042597,17.9353124427341,4.18788850187525e-35,7.20246084995324e-12
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",17,0.0502958579881657,0.218878788551445,0.0479079240777483,0,0,0,0,1,4.11525363042597,17.9353124427341,4.18788850187525e-35,7.5591755077653e-12
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",44,0.130177514792899,0.336997518455904,0.113567327445437,0,0,0,0,1,2.19806233891666,5.83147804576376,5.15118109032416e-32,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",4,0.0118343195266272,0.10830036704078,0.0117289695011676,0,0,0,0,1,9.02839831021561,82.5119760479042,2.77810118351782e-37,2.83580535868078e-05
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",84,0.248520710059172,0.531288843174213,0.282267834881393,0,0,0,0,3,2.1776252405246,7.40423279296445,2.23917074148501e-29,0
"LOC",22149,65.5295857988166,75.1769466396407,5651.57330605938,3,18,42.5,81,543,2.61573964055009,11.6330897755478,1.12224487510007e-23,2.01594296811436e-12
"all",1473,4.35798816568047,34.619923743072,1198.53911997612,0,0,0,0,612,16.1867433265795,282.671780451406,4.15292030438705e-37,0
