"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",8,0.0197530864197531,0.139322754680942,0.0194108299718861,0,0,0,0,1,6.90254671360515,48.6451511335013,1.63709593909457e-39,0.00390344948417176
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",27,0.0666666666666667,0.249752352589044,0.0623762376237624,0,0,0,0,1,3.47439614486152,13.0714285714286,5.11966375205127e-37,0
"ComplexClass",41,0.101234567901235,0.302012157630381,0.0912113433565579,0,0,0,0,1,2.64399057167857,7.99068614312517,1.36839217385529e-35,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",10,0.0246913580246914,0.155374718082418,0.0241413030191908,0,0,0,0,1,6.12579108815312,38.5253164556962,3.39193225906231e-39,0.000211105208489548
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",86,0.212345679012346,0.521180760543536,0.271629385160738,0,0,0,0,4,3.36493974635396,18.7735732392874,2.08204730110793e-33,0
"LOC",19922,49.1901234567901,72.0880299399858,5196.68406062828,0,13,28,52,645,4.19940574177238,26.0403678858799,1.13297205587798e-30,0
"all",2070,5.11111111111111,14.3064065134028,204.673267326733,0,0,0,2,101,4.0636023763352,21.4033253273411,2.8635047023522e-34,0
