"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","3","","","0.00977192522785184","1","","1","","1","","0.00652172366951859","","1",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","3","0.00977192522785184","","","1","","1","","1","","1","","1",""
"ComplexClass","49","1","","1","","","0.63881855835318","","2.3192567585899e-05","","1","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","25","1","","1","0.63881855835318","","","","0.0614734584513295","","1","","1",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","113","1","","1","2.3192567585899e-05","","0.0614734584513295","","","","1","","1",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","0.00652172366951859","","1","1","","1","","1","","","","1",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","2","1","","1","1","","1","","1","","1","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
