"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","3","","","201.173202544736","0","","0","","0","","371.855961169761","","0",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","3","201.173202544736","","","0","","0","","0","","0","","0",""
"ComplexClass","49","0","","0","","","0","","4.27292890492444","","0","","0",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","25","0","","0","0","","","","0","","0","","0",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","113","0","","0","4.27292890492451","","0","","","","0","","0",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","371.855961169761","","0","0","","0","","0","","","","0",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","2","0","","0","0","","0","","0","","0","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
