"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","12","","","0.0245916441307934","0.996234878845951","","","","0.696482914335309","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","4","0.0590913499434711","","","0.149996734046364","","","","0.910434926533958","","","","",""
"ComplexClass","44","1.69680203730244e-06","","0.526297904298626","","","","","9.87717435692504e-07","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","42","0.00358967868089078","","0.49441972911984","0.0018567709636145","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
