"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","67","","","0.012603648424544","-0.221973466003317","","","","-0.0974295190713101","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","17","-0.111764705882353","","","0.0171355498721227","","","","-0.163427109974425","","","","",""
"ComplexClass","14","-0.138871857755978","","-0.198038013488657","","","","","-0.191906805640711","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","12","-0.384042553191489","","-0.0854609929078014","-0.0872340425531915","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
