"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","10","","","0.163042119805521","0.859952162004629","","","","0.421598282216485","","0.816355961589384","","0.793969175553233",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","24","0.261771823201043","","","0.15071604820064","","","","0.476260513107531","","0.712260404804563","","0.0386811549335008",""
"ComplexClass","60","0.0115378340878599","","0.0252965306551924","","","","","0.883471374131502","","0.231979062437425","","0.499768640880375",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","30","0.448798589818517","","0.119663441098041","0.281332102272447","","","","","","0.678126101545067","","4.03952425873446e-10",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","0.779538823456878","","0.672094593116079","0.566389466633897","","","","0.401044211574675","","","","0.91505939550266",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0.846020042877352","","0.00199178983431821","0.480739623376111","","","","0.0446538611835839","","0.955233590546498","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
