"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","13","","","-0.0395190916174997","-0.307080040075699","","0.0115774240231548","","-0.33184904820216","","0.012301013024602","","0.00434153400868307",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","16","-0.0385696156635243","","","-0.0216189267585207","","-0.0516225525743292","","0.00281000725163162","","0.0115572878897752","","0.00407904278462654",""
"ComplexClass","103","-0.0870404881421143","","-0.00257747452583486","","","-0.00837115633172022","","-0.20231296402056","","0.00278788060957648","","0.00464396284829721",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","22","0.0262199563000728","","-0.0100973316559624","0.176918493014633","","","","0.0411838707541548","","0.0123816460305899","","0.00436999271667881",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","88","-0.0813625930305349","","0.00193886068025319","-0.130312304375043","","6.08610975864228e-05","","","","0.000921610906308687","","-0.00752938721569173",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","6","0.0259179265658747","","0.0359971202303816","0.0922726181905448","","0.0115190784737221","","-0.00971922246220302","","","","-0.163306935445164",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0.0258249641319943","","0.0358680057388809","0.227403156384505","","0.0114777618364419","","-0.764705882352941","","-0.98206599713056","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
