"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","5","","","0.000489347654443429","0.287810799937291","","1","","1","","","","1",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","15","0.000489347654443417","","","1","","1","","1","","","","1",""
"ComplexClass","135","0.287810799937287","","1","","","0.0472976197883315","","0.000168294624680353","","","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","55","1","","1","0.0472976197883315","","","","1","","","","1",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","20","1","","1","0.000168294624680353","","1","","","","","","1",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","1","","1","1","","1","","1","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
