"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","318","","","0.0196871111792879","0.145288040951191","","","","0.000805731306732904","","","","",""
"Blob_0","325","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","318","0.0319280558963075","","","0.153090502572886","","","","0.00100861221563938","","","","",""
"ComplexClass_0","305","0.0323599621039097","","0.0146174863387978","","","","","0.000755054197055006","","","","",""
"LargeClass_0","325","","","","","","","","","","","","",""
"LazyClass_0","325","","","","","","","","","","","","",""
"LongMethod_0","325","","","","","","","","","","","","",""
"LongParameterList_0","323","0.0301954234520923","","0.0193823571362649","0.150049885917991","","","","","","","","",""
"MessageChains_0","325","","","","","","","","","","","","",""
"RefusedParentBequest_0","325","","","","","","","","","","","","",""
"SpaghettiCode_0","325","","","","","","","","","","","","",""
"SpeculativeGenerality_0","325","","","","","","","","","","","","",""
"SwissArmyKnife_0","325","","","","","","","","","","","","",""
"AntiSingleton_1","7","","","0","0.43778801843318","","","","0.00921658986175115","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","7","0","","","0.0833333333333333","","","","0","","","","",""
"ComplexClass_1","20","0.0141666666666667","","0.0901084010840108","","","","","0.00452235772357724","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","2","0.2","","0","0.4","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
