"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","289","","","8.0349980569778e-297","2.95677196836735e-08","","0.613997724399744","","1","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","365","8.03499805697689e-297","","","0.0262379597506804","","0.630229651349402","","1","","","","",""
"ComplexClass","233","2.95677196836735e-08","","0.0262379597506804","","","1","","0.0835340484845391","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","11","0.613997724399747","","0.630229651349402","1","","","","1","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","14","1","","1","0.0835340484845389","","1","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
