"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",17,0.0204081632653061,0.141476848237184,0.0200156985871272,0,0,0,0,1,6.7838656629781,47.0208333333333,6.15986525576198e-52,3.47426535740603e-06
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",11,0.0132052821128451,0.114221560047821,0.0130465647797581,0,0,0,0,1,8.52881320714708,73.7406547224065,1.55611691645692e-52,3.70597634469227e-07
"ComplexClass",69,0.0828331332533013,0.275795427001091,0.0760631175547142,0,0,0,0,1,3.02700807799411,10.1627779042416,3.54983070061248e-48,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",50,0.0600240096038415,0.237674024097162,0.0564889417305384,0,0,0,0,1,3.70457243962224,14.7238569604087,2.26250878845309e-49,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",58,0.0696278511404562,0.427371191562122,0.182646135377228,0,0,0,0,9,12.9724429699321,240.281715324416,1.90140439942434e-51,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",2,0.00240096038415366,0.0489701400290133,0.00239807461446117,0,0,0,0,1,20.3347585857042,414.502406738869,1.18077799410014e-53,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",207,0.248499399759904,0.698178110067226,0.487452673377043,0,0,0,0,10,5.51223804896973,55.5523465696036,3.81032898690018e-46,0
"LOC",41897,50.296518607443,78.6467100385297,6185.30499988457,3,14,31,57,1189,7.250122220093,82.9489516310662,4.37213338800122e-44,0
"all",8,0.00960384153661465,0.169569481971238,0.0287538092159941,0,0,0,0,4,19.5624108733464,414.72578947801,1.55601716703911e-53,0
