"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","8","","","-0.475755667506297","-0.375314861460957","","","","-0.182619647355164","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","27","-0.0598667450519302","","","0.0791691162061533","","","","0.0228297080148932","","","","",""
"ComplexClass","41","-0.172004824443849","","-0.0786652372018226","","","","","-0.151232913428035","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","10","-0.156455696202532","","-0.139493670886076","-0.20506329113924","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
