"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",26,0.0283842794759825,0.166158817744782,0.0276087527143437,0,0,0,0,1,5.67978720674598,33.2599827139153,3.7959897443081e-53,2.02948768901479e-12
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",30,0.0327510917030568,0.178081663740419,0.0317130789605555,0,0,0,0,1,5.25044696939985,28.5671933784801,7.75331753316715e-53,2.22044604925031e-16
"ComplexClass",51,0.0556768558951965,0.229421892489323,0.0526344047533825,0,0,0,0,1,3.87553142824281,16.0197438512977,2.20571633216958e-51,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",11,0.0120087336244541,0.108983900802013,0.011877490634023,0,0,0,0,1,8.96018314371196,81.2848819688599,1.78613561006937e-54,3.2108300462852e-09
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",70,0.0764192139737991,0.265812816801175,0.0706564535757749,0,0,0,0,1,3.18880175026595,11.1684566024992,3.07022042096949e-50,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",188,0.205240174672489,0.509381760881422,0.259469778318658,0,0,0,0,3,2.66321567204883,10.1097912822035,3.35390897525902e-46,0
"LOC",73509,80.25,92.9729953742078,8643.97786885246,3,25,50,97,848,3.04384678982211,15.9697337758567,3.67192797127303e-38,0
"all",1552,1.6943231441048,11.1942808622189,125.31192402224,0,0,0,0,160,10.6615252107149,133.424520850213,1.83652164579576e-53,0
