"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","303","","","0.00383552848038427","0.0489275635638098","","0.00148514851485149","","0.0332960935845137","","","","",""
"Blob_0","308","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","303","0.00817572440473861","","","0.051167073229062","","0.00148514851485149","","0.0332960935845137","","","","",""
"ComplexClass_0","287","0.00529501302111513","","0.00373259943779562","","","0.00156794425087108","","0.0298677689527561","","","","",""
"LargeClass_0","308","","","","","","","","","","","","",""
"LazyClass_0","300","0.008257481648786","","0.00387388376518811","0.052512077294686","","","","0.0336290545203589","","","","",""
"LongMethod_0","308","","","","","","","","","","","","",""
"LongParameterList_0","299","0.00828509864426689","","0.00388683989818205","0.0475594978430517","","0.00150501672240803","","","","","","",""
"MessageChains_0","308","","","","","","","","","","","","",""
"RefusedParentBequest_0","308","","","","","","","","","","","","",""
"SpaghettiCode_0","308","","","","","","","","","","","","",""
"SpeculativeGenerality_0","308","","","","","","","","","","","","",""
"SwissArmyKnife_0","308","","","","","","","","","","","","",""
"AntiSingleton_1","5","","","0","0.185714285714286","","0","","0","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","5","0","","","0.05","","0","","0","","","","",""
"ComplexClass_1","21","0.0455988455988456","","0.00432900432900433","","","0","","0.0722222222222222","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","8","0","","0","0","","","","0","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","9","0","","0","0.17037037037037","","0","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
