"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",11,0.0096830985915493,0.0979682854171231,0.00959778494757089,0,0,0,0,1,10.014115290454,101.282505050505,5.17696655007331e-59,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",17,0.0149647887323944,0.121465350442804,0.0147538313581932,0,0,0,0,1,7.98991373843299,64.8387215476003,1.68122911688815e-58,1.53342219366692e-07
"ComplexClass",65,0.0572183098591549,0.232361578062312,0.0539919029596079,0,0,0,0,1,3.81282231686279,15.537614019967,1.93557315294955e-55,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",172,0.151408450704225,0.358604424765733,0.128597133461562,0,0,0,0,1,1.94501269900873,4.78307439930522,8.41397350575392e-51,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",1,0.000880281690140845,0.0296695414548463,0.000880281690140845,0,0,0,0,1,33.6600784469863,1134.00088105727,4.19347217461028e-60,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",266,0.234154929577465,0.510432820341134,0.260541664081405,0,0,0,0,3,2.23817040695233,7.80766002744113,1.74827705757342e-48,0
"LOC",52880,46.5492957746479,57.6149702113537,3319.48479245517,1,15,29,57.25,737,4.94493516755678,44.8458271689978,3.66671342117904e-45,0
"all",428,0.376760563380282,4.78734993129247,22.918719364646,0,0,0,0,116,17.3151054735062,354.338593454081,2.44611991131132e-59,0
